type,text
ham,I'm done. C ¨¹ there.
ham,"Oh fine, I'll be by tonight"
ham,? give me some time to walk there.
ham,I'll reach in ard 20 mins ok...
spam,FreeMSG You have been awarded a FREE mini DIGI...
ham,Fuck babe ... What happened to you ? How come ...
spam,This message is brought to you by GMW Ltd. and...
ham,"Some friends want me to drive em someplace, pr..."
ham,I also thk too fast... Xy suggest one not me. ...
ham,Are you still getting the goods.
ham,And maybe some pressies
ham,"Yeah I am, so I'll leave maybe 7ish?"
ham,K..k..i'm also fine:)when will you complete th...
ham,"Under the sea, there lays a rock. In the rock,..."
ham,I told her I had a Dr appt next week. She thin...
ham,You in your room? I need a few
ham,I dont want to hear anything
ham,Hey. For me there is no leave on friday. Wait ...
ham,Ultimately tor motive tui achieve korli.
ham,From 5 to 2 only my work timing.
ham,?and don¡®t worry we¡®ll have finished by marc...
ham,"The house is on the water with a dock, a boat ..."
spam,Congrats 2 mobile 3G Videophones R yours. call...
spam,Your next amazing xxx PICSFREE1 video will be ...
ham,Now thats going to ruin your thesis!
ham,In sch but neva mind u eat 1st lor..
ham,Hey whats up? U sleeping all morning?
ham,Erm. I thought the contract ran out the4th of ...
ham,I dunno until when... Lets go learn pilates...
spam,U are subscribed to the best Mobile Content Se...
ham,Yup i'm elaborating on the safety aspects and ...
spam,3 FREE TAROT TEXTS! Find out about your love l...
ham,"Goodmorning, today i am late for 1hr."
ham,Hi happy birthday. Hi hi hi hi hi hi hi
ham,I will be outside office take all from there
ham,If you don't respond imma assume you're still ...
ham,"Aight, see you in a bit"
ham,My superior telling that friday is leave for a...
spam,Join the UK's horniest Dogging service and u c...
ham,Lol I have to take it. member how I said my au...
ham,Still work going on:)it is very small house.
ham,My friend just got here and says he's upping h...
ham,Tmr timin still da same wat cos i got lesson u...
ham,"That¡®s the thing with apes, u can fight to th..."
spam,Sunshine Quiz Wkly Q! Win a top Sony DVD playe...
ham,No i'm not gonna be able to. || too late notic...
ham,"Got fujitsu, ibm, hp, toshiba... Got a lot of ..."
ham,Okie... Thanx...
ham,"Gosh that , what a pain. Spose I better come t..."
ham,"As usual..iam fine, happy &amp; doing well..:)"
ham,Okie
ham,So when you gonna get rimac access
ham,"""Im at arestaurant eating squid! i will be out..."
ham,You call times job today ok umma and ask them ...
ham,"""HELLO U.CALL WEN U FINISH WRK.I FANCY MEETIN ..."
ham,R U &SAM P IN EACHOTHER. IF WE MEET WE CAN GO ...
ham,:-) yeah! Lol. Luckily i didn't have a starrin...
ham,Hello madam how are you ?
ham,"Awesome, text me when you're restocked"
ham,"As usual..iam fine, happy &amp; doing well..:)"
spam,Knock Knock Txt whose there to 80082 to enter ...
ham,Yes. It's all innocent fun. O:-)
ham,Thanks for sending this mental ability question..
ham,"Sir, hope your day is going smoothly. i really..."
ham,2marrow only. Wed at &lt;#&gt; to 2 aha.
ham,I went to ur hon lab but no one is there.
ham,I cant pick the phone right now. Pls send a me...
ham,Hey pple...700or700or 900 for 5 nights...Excelle...
spam,<Forwarded from 21870000>Hi - this is your Mai...
ham,How come?
ham,Lol! Nah wasn't too bad thanks. Its good to b ...
ham,Ok lor...
ham,I'm coming home 4 dinner.
ham,S da..al r above &lt;#&gt;
spam,"FREE RING TONE just text ""POLYS"" to 87131. The..."
ham,Unni thank you dear for the recharge..Rakhesh
ham,I know I'm lacking on most of this particular ...
ham,Haha... They cant what... At the most tmr forf...
ham,Hey there! Glad u r better now. I hear u treat...
ham,No way I'm going back there!
spam,"URGENT! Your mobile No 077xxx WON a ?2,000 Bon..."
ham,I WILL CAL YOU SIR. In meeting
ham,That's what I love to hear :V see you sundayis...
ham,"Sorry da thangam, very very sorry i am held up..."
ham,Tiwary to rcb.battle between bang and kochi.
ham,Thank god they are in bed!
ham,No I don't have cancer. Moms making a big deal...
ham,Am in gobi arts college
ham,Why she wants to talk to me
ham,Pandy joined 4w technologies today.he got job..
spam,"You are guaranteed the latest Nokia Phone, a 4..."
ham,"They can try! They can get lost, in fact. Tee hee"
ham,Hi! You just spoke to MANEESHA V. We'd like to...
ham,My friends use to call the same.
ham,"Sorry, I'll call later"
ham,"Em, its olowoyey@ usc.edu have a great time in..."
ham,"It,,s a taxt massage....tie-pos argh ok! Lool!"
ham,"Hi, can i please get a &lt;#&gt; dollar loan..."
ham,You might want to pull out more just in case a...
ham,Do you like shaking your booty on the dance fl...
ham,"Text me when you get off, don't call, my phone..."
ham,No need for the drug anymore.
ham,Sorry da:)i was thought of calling you lot of ...
ham,Its sarcasm.. .nt scarcasim
ham,Great! I have to run now so ttyl!
ham,Feel like trying kadeem again? :V
ham,Dai &lt;#&gt; naal eruku.
ham,Not yet chikku..wat abt u?
ham,Ok...
ham,Want to finally have lunch today?
ham,Do you know when dad will be back?
spam,Hello darling how are you today? I would love ...
spam,8007 FREE for 1st week! No1 Nokia tone 4 ur mo...
ham,He remains a bro amongst bros
ham,R u meeting da ge at nite tmr?
ham,"* Was a nice day and, impressively, i was sens..."
ham,Why de. You looking good only:-)..
spam,Wanna get laid 2nite? Want real Dogging locati...
spam,we tried to contact you re your response to ou...
ham,Yes. They replied my mail. I'm going to the ma...
ham,"That's cool, I'll come by like &lt;#&gt; ish"
ham,Super msg da:)nalla timing.
ham,"Good afternoon, my boytoy ... How are you feel..."
ham,I am 6 ft. We will be a good combination!
ham,I'm sick !! I'm needy !! I want you !! *pouts*...
ham,* Am on a train back from northampton so i'm a...
ham,Where in abj are you serving. Are you staying ...
ham,Was playng 9 doors game and gt racing on phone...
spam,"New Tones This week include: 1)McFly-All Ab..,..."
ham,Solve d Case : A Man Was Found Murdered On &l...
ham,I'm on da bus going home...
ham,I got a call from a landline number. . . I am ...
ham,I'm okay. Chasing the dream. What's good. What...
ham,Yupz... I've oredi booked slots 4 my weekends ...
spam,URGENT! We are trying to contact U. Todays dra...
ham,There r many model..sony ericson also der.. &l...
ham,Okie
ham,Yes I know the cheesy songs from frosty the sn...
ham,"Ya ok, vikky vl c witin &lt;#&gt; mins and il..."
spam,sports fans - get the latest sports news str* ...
ham,Hey tmr meet at bugis 930 ?
spam,Urgent Urgent! We have 800 FREE flights to Eur...
ham,All these nice new shirts and the only thing I...
ham,Hey sexy buns! What of that day? No word from ...
ham,And whenever you and i see we can still hook u...
ham,Nope but i'm going home now then go pump petro...
ham,Can you use foreign stamps for whatever you se...
spam,FROM 88066 LOST ?12 HELP
ham,Oh baby of the house. How come you dont have a...
ham,"Feb &lt;#&gt; is ""I LOVE U"" day. Send dis to..."
ham,"Hiya, sorry didn't hav signal. I haven't seen ..."
ham,"Omw back to tampa from west palm, you hear wha..."
ham,Yup no more already... Thanx 4 printing n hand...
spam,FreeMsg: Fancy a flirt? Reply DATE now & join ...
ham,What i mean is do they come chase you out when...
ham,S now only i took tablets . Reaction morning o...
spam,Great NEW Offer - DOUBLE Mins & DOUBLE Txt on ...
ham,"Nah, I'm a perpetual DD"
ham,Sorry de i went to shop.
spam,Hope you enjoyed your new content. text stop t...
ham,"Wen ur lovable bcums angry wid u, dnt take it ..."
ham,Hey you still want to go for yogasana? Coz if ...
ham,Nope i'm not drivin... I neva develop da photo...
ham,I am thinking of going down to reg for pract l...
ham,Cool. I am &lt;#&gt; inches long. hope you l...
ham,"House-Maid is the murderer, coz the man was mu..."
ham,Okie.. Thanx..
spam,18 days to Euro2004 kickoff! U will be kept in...
ham,Go where n buy? Juz buy when we get there lar.
ham,Ok lor...
ham,I'm working technical support :)voice process.
ham,It's justbeen overa week since we broke up and...
ham,"Tunde, how are you doing. This is just wishing..."
ham,Nope... C ¨¹ then...
ham,No. But we'll do medical missions to nigeria
ham,No i am not having not any movies in my laptop
ham,Whatsup there. Dont u want to sleep
ham,I havent lei.. Next mon can?
ham,Mm feeling sleepy. today itself i shall get th...
ham,How dare you stupid. I wont tell anything to y...
ham,Do ¨¹ noe if ben is going?
ham,Can you do a mag meeting this avo at some point?
ham,I meant middle left or right?
ham,Really? I crashed out cuddled on my sofa.
ham,Hi Chachi tried calling u now unable to reach ...
ham,I sent you the prices and do you mean the &lt...
ham,Are you this much buzy
ham,Nothing. Can...
spam,I don't know u and u don't know me. Send CHAT ...
ham,No * am working on the ringing u thing but hav...
ham,But my family not responding for anything. Now...
ham,"Tick, tick, tick ... Babe"
ham,R ¨¹ going 4 today's meeting?
ham,K da:)how many page you want?
ham,Ya had just now.onion roast.
ham,Send his number and give reply tomorrow mornin...
ham,You said not now. No problem. When you can. Le...
ham,Ok but tell me half an hr b4 u come i need 2 p...
ham,Play w computer? Aiyah i tok 2 u lor?
ham,Sat right? Okay thanks...
ham,"Derp. Which is worse, a dude who always wants ..."
ham,Ok Chinese food on its way. When I get fat you...
ham,We r outside already.
ham,Have a good trip. Watch out for . Remember whe...
ham,Yo we are watching a movie on netflix
ham,What time. I¡®m out until prob 3 or so
ham,"Can meh? Thgt some will clash... Really ah, i ..."
ham,I dont thnk its a wrong calling between us
ham,I am not sure about night menu. . . I know onl...
ham,ARR birthday today:) i wish him to get more os...
ham,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED ..."
ham,Open rebtel with firefox. When it loads just p...
ham,and picking them up from various points
spam,Married local women looking for discreet actio...
ham,Wow v v impressed. Have funs shopping!
ham,I am on the way to ur home
spam,Burger King - Wanna play footy at a top stadiu...
ham,No problem. Talk to you later
ham,Then ur sis how?
ham,Still in customer place
spam,How come it takes so little time for a child w...
ham,"Dude u knw also telugu..thts gud..k, gud nyt.."
ham,We confirm eating at esplanade?
ham,Send me your id and password
ham,Kind of. Took it to garage. Centre part of exh...
spam,For ur chance to win a ?250 cash every wk TXT:...
ham,Well I might not come then...
ham,Long after I quit. I get on only like 5 minute...
ham,Then its most likely called Mittelschmertz. Go...
ham,Well at this right I'm gonna have to get up an...
ham,"Just arrived, see you in a couple days &lt;3"
ham,"K, wat s tht incident?"
ham,Yeah get the unlimited
ham,cThen i thk shd b enuff.. Still got conclusion...
ham,"Forgot it takes me 3 years to shower, sorry. W..."
ham,? got wat to buy tell us then ¨¹ no need to co...
ham,When you are big..| God will bring success.
spam,U¡¯ve Bin Awarded ?50 to Play 4 Instant Cash. ...
ham,"?we r stayin here an extra week, back next wed..."
ham,Well there's still a bit left if you guys want...
ham,Not from this campus. Are you in the library?
ham,"The affidavit says &lt;#&gt; E Twiggs St, di..."
ham,How will I creep on you now? ;_;
ham,Tell your friends what you plan to do on Valen...
ham,If I get there before you after your ten billi...
ham,Purity of friendship between two is not about ...
ham,I've told him that i've returned it. That shou...
ham,"House-Maid is the murderer, coz the man was mu..."
ham,Depends on where u going lor.
ham,And smile for me right now as you go and the w...
spam,FreeMsg>FAV XMAS TONES!Reply REAL
ham,Lil fever:) now fine:)
ham,I think it's all still in my car
ham,Can a not?
spam,December only! Had your mobile 11mths+? You ar...
ham,Yes princess! I want to catch you with my big ...
ham,Oh yeah I forgot. U can only take 2 out shoppi...
ham,Mm so you asked me not to call radio
ham,Thinkin about someone is all good. No drugs fo...
ham,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED ..."
ham,Enjoy the showers of possessiveness poured on ...
ham,"Alright if you're sure, let me know when you'r..."
ham,Some are lasting as much as 2 hours. You might...
ham,Genius what's up. How your brother. Pls send h...
spam,Gr8 Poly tones 4 ALL mobs direct 2u rply with ...
ham,Thk some of em find wtc too far... Weiyi not g...
ham,Don't forget who owns you and who's private pr...
spam,INTERFLORA - It's not too late to order Inter...
ham,Oh god..taken the teeth?is it paining
spam,ROMCAPspam Everyone around should be respondin...
ham,Then u ask darren go n pick u lor... But i oso...
ham,No need to buy lunch for me.. I eat maggi mee..
spam,Congratulations - Thanks to a good friend U ha...
ham,Ok lor...
ham,"Oh right, ok. I'll make sure that i do loads o..."
ham,Wife.how she knew the time of murder exactly
spam,Send a logo 2 ur lover - 2 names joined by a h...
ham,Howz that persons story
ham,Thanx 4 sending me home...
ham,Its normally hot mail. Com you see!
spam,You've won tkts to the EURO2004 CUP FINAL or ?...
ham,U sick still can go shopping?
ham,"Ya they are well and fine., BBD(pooja) full pi..."
ham,Nice.nice.how is it working?
ham,1's reach home call me.
ham,Were trying to find a Chinese food place aroun...
ham,"Easy mate, * guess the quick drink was bit amb..."
ham,BABE !!! I miiiiiiissssssssss you ! I need you...
ham,Ok thanx...
ham,aathi..where are you dear..
ham,"Tunji, how's the queen? how are you doing. Thi..."
ham,Today iZ Yellow rose day. If u love my frndshi...
ham,Will be out of class in a few hours. Sorry
ham,Wat time u finish ur lect today?
spam,Free-message: Jamster!Get the crazy frog sound...
ham,Sad story of a Man - Last week was my b'day. M...
spam,YOUR CHANCE TO BE ON A REALITY FANTASY SHOW ca...
ham,She's fine. Good to hear from you. How are you...
ham,Are you going to wipro interview today?
ham,how tall are you princess?
ham,I doubt you could handle 5 times per night in ...
ham,Haha... Hope ¨¹ can hear the receipt sound... ...
ham,Your gonna be the death if me. I'm gonna leave...
ham,"Japanese Proverb: If one Can do it, U too Can ..."
ham,Today i'm not workin but not free oso... Gee.....
ham,In life when you face choices Just toss a coin...
ham,Do you know why god created gap between your f...
ham,I want to be there so i can kiss you and feel ...
ham,I am not at all happy with what you saying or ...
spam,Adult 18 Content Your video will be with you s...
ham,"Ok that would b lovely, if u r sure. Think abo..."
ham,What I'm saying is if you haven't explicitly t...
ham,He says hi and to get your ass back to south t...
ham,Smith waste da.i wanna gayle.
ham,"Mum, i've sent you many many messages since i ..."
ham,"Aight, tomorrow around &lt;#&gt; it is"
ham,"House-Maid is the murderer, coz the man was mu..."
spam,YOUR CHANCE TO BE ON A REALITY FANTASY SHOW ca...
ham,I actually did for the first time in a while. ...
ham,See you there!
ham,I dont understand your message.
ham,Crucify is c not s. You should have told me ea...
ham,"Idk. You keep saying that you're not, but sinc..."
ham,Fuck cedar key and fuck her (come over anyway ...
ham,twenty past five he said will this train have ...
spam,Hey Boys. Want hot XXX pics sent direct 2 ur p...
ham,U still painting ur wall?
spam,Last Chance! Claim ur ?150 worth of discount v...
ham,Printer is cool. I mean groovy. Wine is groovying
ham,Hi Harish's rent has been transfred to ur Acnt.
ham,Anything lor is she coming?
ham,Cbe is really good nowadays:)lot of shop and s...
ham,? still attending da talks?
ham,No probs hon! How u doinat the mo?
ham,K I'll take care of it
ham,I take it we didn't have the phone callon Frid...
ham,My battery is low babe
ham,Shuhui has bought ron's present it's a swatch ...
ham,"Yeah there's quite a bit left, I'll swing by t..."
ham,Babe? You said 2 hours and it's been almost 4 ...
ham,K I'll be sure to get up before noon and see w...
ham,K...k...yesterday i was in cbe .
ham,Went to ganesh dress shop
spam,pdate_Now - Double mins and 1000 txts on Orang...
ham,? collecting ur laptop then going to configure...
ham,If you r @ home then come down within 5 min
ham,"Aight, I should be there by 8 at the latest, p..."
ham,Come aftr &lt;DECIMAL&gt; ..now i m cleaning ...
spam,Ur cash-balance is currently 500 pounds - to m...
ham,"Bill, as in: Are there any letters for me. i¡¯..."
ham,Tell me pa. How is pain de.
ham,HI DARLIN I HOPE YOU HAD A NICE NIGHT I WISH I...
ham,Ha. You don¡®t know either. I did a a clever b...
ham,"Helloooo... Wake up..! ""Sweet"" ""morning"" ""welc..."
ham,ALRITE
ham,Why must we sit around and wait for summer day...
spam,URGENT! Your Mobile number has been awarded wi...
ham,How do you guys go to see movies on your side.
ham,"Sorry,in meeting I'll call later"
ham,You didn't have to tell me that...now i'm thin...
ham,Kindly send some one to our flat before &lt;D...
spam,Sorry! U can not unsubscribe yet. THE MOB offe...
ham,Nothing lor... A bit bored too... Then y dun u...
ham,What time should I tell my friend to be around?
ham,Yes. that will be fine. Love you. Be safe.
ham,Thanks chikku..:-) gud nyt:-*
ham,Is xy in ur car when u picking me up?
ham,"Thanx 4 the time we've spent 2geva, its bin mi..."
ham,"Yo, any way we could pick something up tonight?"
ham,I've not sent it. He can send me.
ham,Fine am simply sitting.
ham,Thts god's gift for birds as humans hav some n...
ham,Are you coming to day for class.
ham,Im done. Just studyn in library
ham,Ok... U enjoy ur shows...
ham,Anything...
ham,Where wuld I be without my baby? The thought a...
ham,Wat's my dear doing? Sleeping ah?
ham,Hi' Test on &lt;#&gt; rd ....
ham,Only 2% students solved this CAT question in '...
ham,Yo do you know anyone &lt;#&gt; or otherwise...
ham,Yup n her fren lor. I'm meeting my fren at 730.
ham,"Yeah, we got one lined up for us"
ham,"And stop wondering ""wow is she ever going to s..."
ham,Lol yep did that yesterday. Already got my fir...
ham,Hey i've booked the pilates and yoga lesson al...
ham,Are you ok. What happen to behave like this
spam,You have 1 new message. Please call 08712400200.
ham,My supervisor find 4 me one lor i thk his stud...
ham,"Hello. No news on job, they are making me wait..."
ham,No message..no responce..what happend?
spam,We currently have a message awaiting your coll...
ham,"Hey babe, sorry i didn't get sooner. Gary can ..."
ham,make that 3! 4 fucks sake?! x
ham,Leave it. U will always be ignorant.
ham,Nope but i'll b going 2 sch on fri quite early...
ham,at bruce b downs &amp; fletcher now
ham,Where are you ? You said you would be here whe...
ham,Hey now am free you can call me.
ham,Tell me whos this pls:-)
spam,"URGENT! Your mobile was awarded a ?1,500 Bonus..."
ham,Think i might have to give it a miss. Am teach...
ham,Id have to check but there's only like 1 bowls...
ham,Yes there were many sweets
ham,I would but I'm still cozy. And exhausted from...
spam,U have a secret admirer. REVEAL who thinks U R...
ham,Buzzzz! *grins* Did I buzz your ass? Buzz your...
ham,Sir send to group mail check it.
ham,I'm doing da intro covers energy trends n pros...
ham,"""NONE!NOWHERE IKNO DOESDISCOUNT!SHITINNIT"""
ham,You dont know you jabo me abi.
spam,"Do you ever notice that when you're driving, a..."
ham,Not yet had..ya sapna aunty manege y'day hogid...
ham,"Are you being good, baby? :)"
ham,NEFT Transaction with reference number &lt;#&...
ham,"Mostly sports type..lyk footbl,crckt.."
ham,Ma head dey swell oh. Thanks for making my day
ham,U should make a fb list
ham,Height of Confidence: All the Aeronautics prof...
ham,Sary just need Tim in the bollox &it hurt him ...
ham,Happy New Year Princess!
ham,"I'll text carlos and let you know, hang on"
ham,"Don't worry, * is easy once have ingredients!"
ham,I love u 2 my little pocy bell I am sorry but ...
ham,"Ok omw now, you at castor?"
ham,Yar lor... Keep raining non stop... Or u wan 2...
spam,"Xmas Offer! Latest Motorola, SonyEricsson & No..."
ham,What u mean u almost done? Done wif sleeping? ...
ham,7 wonders in My WORLD 7th You 6th Ur style 5th...
ham,"Tonight? Yeah, I'd be down for that"
ham,What should i eat fo lunch senor
ham,He said that he had a right giggle when he saw...
ham,No break time one... How... I come out n get m...
spam,Reply to win ?100 weekly! What professional sp...
ham,"I'm there and I can see you, but you can't see..."
ham,Do you still have the grinder?
spam,No 1 POLYPHONIC tone 4 ur mob every week! Just...
ham,"Love isn't a decision, it's a feeling. If we c..."
spam,HOT LIVE FANTASIES call now 08707509020 Just 2...
ham,K.i did't see you.:)k:)where are you now?
ham,So i'm doing a list of buyers.
ham,"No idea, I guess we'll work that out an hour a..."
ham,Mm not entirely sure i understood that text bu...
ham,They released vday shirts and when u put it on...
ham,Don know..he is watching film in computer..
ham,No b4 Thursday
ham,"Oh, then your phone phoned me but it disconnected"
ham,Id onluy matters when getting on from offcampus
spam,This message is free. Welcome to the new & imp...
ham,"Excellent, I'll see what riley's plans are"
ham,I will see in half an hour
spam,You've won tkts to the EURO2004 CUP FINAL or ?...
ham,Ew are you one of them?
ham,Also hi wesley how've you been
ham,Ah you see. You have to be in the lingo. I wil...
spam,"Loan for any purpose ?500 - ?75,000. Homeowner..."
spam,Update_Now - 12Mths Half Price Orange line ren...
ham,Imagine Life WITHOUT ME... see.. How fast u ar...
ham,"Hm good morning, headache anyone? :-)"
ham,Yeah no probs - last night is obviously catchi...
spam,FREE UNLIMITED HARDCORE PORN direct 2 your mob...
ham,I might go 2 sch. Yar at e salon now v boring.
ham,&lt;#&gt; mins but i had to stop somewhere f...
ham,"&lt;#&gt; is fast approaching. So, Wish u a v..."
ham,One of the joys in lifeis waking up each daywi...
ham,I didn't get the second half of that message
ham,Wat time do u wan 2 meet me later?
ham,I thank you so much for all you do with selfle...
ham,Am in film ill call you later.
ham,How dare you change my ring
ham,You are a very very very very bad girl. Or lady.
ham,I love ya too but try and budget your money be...
ham,"What part of ""don't initiate"" don't you unders..."
ham,I finished my lunch already. U wake up already?
ham,You still at the game?
ham,You have got tallent but you are wasting.
ham,What is your record for one night? :)
ham,"Also sir, i sent you an email about how to log..."
ham,gonna let me know cos comes bak from holiday ...
ham,Jokin only lar... :-) depends on which phone m...
ham,"Aight, lemme know what's up"
ham,Get ready for &lt;#&gt; inches of pleasure...
ham,Raji..pls do me a favour. Pls convey my Birthd...
ham,;-) ok. I feel like john lennon.
ham,Cos darren say ¨¹ considering mah so i ask ¨¹...
ham,You are not bothering me but you have to trust...
ham,"Wishing you and your family Merry ""X"" mas and ..."
ham,One day a crab was running on the sea shore..T...
ham,Aight what time you want me to come up?
ham,Slaaaaave ! Where are you ? Must I summon you ...
ham,Your bill at 3 is ?33.65 so thats not bad!
ham,Let me know how it changes in the next 6hrs. I...
ham,"Hello, yeah i've just got out of the bath and ..."
ham,So how's the weather over there?
ham,"Ok. Not much to do here though. H&M Friday, ca..."
ham,Die... Now i have e toot fringe again...
ham,Lol they don't know about my awesome phone. I ...
ham,Ok
ham,Awesome question with a cute answer: Someone a...
ham,Please leave this topic..sorry for telling that..
ham,Pls send me the correct name da.
ham,What happened to our yo date?
spam,EASTENDERS TV Quiz. What FLOWER does DOT compa...
ham,Webpage s not available!
ham,Just woke up. Yeesh its late. But I didn't fal...
spam,You are now unsubscribed all services. Get ton...
ham,"Dear all, as we know &lt;#&gt; th is the &lt..."
ham,K..k...from tomorrow onwards started ah?
ham,What u talking bout early morning? It's almost...
ham,Fine. Do you remember me.
spam,"Hi babe its Jordan, how r u? Im home from abro..."
ham,Ok. How many should i buy.
ham,"Sounds good, keep me posted"
spam,Get a brand new mobile phone by being an agent...
ham,Ok. So april. Cant wait
ham,Boy you best get yo ass out here quick
ham,Ay wana meet on sat?¨¹ wkg on sat?
ham,I'm now but have to wait till 2 for the bus to...
ham,Apart from the one i told you about yesterday?
ham,Ok lor... But buy wat?
ham,Somebody should go to andros and steal ice
ham,Don know. I did't msg him recently.
ham,Take us out shopping and Mark will distract Is...
ham,"Mum, hope you are having a great day. Hoping t..."
ham,There is no sense in my foot and penis.
ham,Okay but i thought you were the expert
ham,*deep sigh* ... I miss you :-( ... I am really...
ham,S.s:)i thinl role is like sachin.just standing...
ham,Have a great trip to India. And bring the ligh...
ham,"And very importantly, all we discuss is betwee..."
ham,K..k:)how about your training process?
ham,Ok lor. I ned 2 go toa payoh 4 a while 2 retur...
ham,In da car park
ham,I wish that I was with you. Holding you tightl...
ham,So i asked how's anthony. Dad. And your bf
ham,"'Wnevr i wana fal in luv vth my books, My bed ..."
ham,What Today-sunday..sunday is holiday..so no wo...
ham,Am going to take bath ill place the key in win...
spam,LORD OF THE RINGS:RETURN OF THE KING in store ...
ham,"Dear, take care. I am just reaching home.love ..."
ham,staff.science.nus.edu.sg/~phyhcmk/teaching/pc1323
ham,Have you emigrated or something? Ok maybe 5.30...
ham,Olol i printed out a forum post by a guy with ...
ham,We walked from my moms. Right on stagwood pass...
ham,"Yo, you at jp and hungry like a mofo?"
ham,This is all just creepy and crazy to me.
ham,Ok... I din get ur msg...
ham,Tessy..pls do me a favor. Pls convey my birthd...
ham,Pathaya enketa maraikara pa'
ham,Even if he my friend he is a priest call him now
ham,"U so lousy, run already come back then half de..."
ham,That's y i said it's bad dat all e gals know u...
ham,Or remind me in a few hrs.
ham,I had been hoping i would not have to send you...
ham,Hi. Happy New Year. I dont mean to intrude but...
ham,Hello hun how ru? Its here by the way. Im good...
ham,Lol I was gonna last month. I cashed some in b...
spam,Good Luck! Draw takes place 28th Feb 06. Good ...
ham,"Short But Cute : "" Be a good person , but dont..."
ham,Just haven't decided where yet eh ?
ham,"Wat time liao, where still got."
ham,Yes watching footie but worried we're going to...
ham,I wait 4 ¨¹ inside da car park...
ham,Uncle Abbey! Happy New Year. Abiola
ham,Now am free call me pa.
ham,R u saying i should re order the slippers cos ...
ham,Stop knowing me so well!
ham,Good evening! this is roger. How are you?
ham,Small problem in auction:)punj now asking tiwary
spam,Free entry in 2 a weekly comp for a chance to ...
ham,He telling not to tell any one. If so treat fo...
ham,My uncles in Atlanta. Wish you guys a great se...
spam,1st wk FREE! Gr8 tones str8 2 u each wk. Txt N...
ham,U coming 2 pick me?
ham,Thats cool. i liked your photos. You are very ...
ham,would u fuckin believe it they didnt know i ha...
ham,"Haha better late than ever, any way I could sw..."
ham,Ok. But i finish at 6.
spam,LookAtMe!: Thanks for your purchase of a video...
ham,I've been barred from all B and Q stores for l...
ham,So no messages. Had food?
ham,Ok going to sleep. Hope i can meet her.
ham,Wat makes some people dearer is not just de ha...
ham,Can you let me know details of fri when u find...
ham,You're right I have now that I think about it
ham,Wat r u doing now?
ham,Is ur lecture over?
spam,sexy sexy cum and text me im wet and warm and ...
ham,Customer place i will call you
ham,Not planned yet :)going to join company on jan...
ham,Boy; I love u Grl: Hogolo Boy: gold chain kods...
ham,"Haha I heard that, text me when you're around"
ham,I.ll get there tomorrow and send it to you
ham,"""SHIT BABE.. THASA BIT MESSED UP.YEH, SHE SHUD..."
ham,Oh thats late! Well have a good night and i wi...
ham,"""CHEERS U TEX MECAUSE U WEREBORED! YEAH OKDEN ..."
ham,"Sorry, in meeting I'll call you later"
ham,Yo! Howz u? girls never rang after india. L
ham,Yeah but which is worse for i
spam,Hard LIVE 121 chat just 60p/min. Choose your g...
ham,I tagged MY friends that you seemed to count a...
spam,Not heard from U4 a while. Call 4 rude chat pr...
ham,Ok...
ham,Long time. You remember me today.
ham,Havent shopping now lor i juz arrive only
ham,Thank u. IT BETTER WORK OUT CAUSE I WILL FEEL ...
ham,Are you up for the challenge? I know i am :)
ham,How much did ur hdd casing cost.
ham,Mystery solved! Just opened my email and he's ...
ham,I can't describe how lucky you are that I'm ac...
spam,This is the 2nd time we have tried to contact ...
ham,TODAY is Sorry day.! If ever i was angry with ...
ham,Cheers for the card ... Is it that time of yea...
spam,HOT LIVE FANTASIES call now 08707509020 Just 2...
ham,"When people see my msgs, They think Iam addict..."
ham,Ugh hopefully the asus ppl dont randomly do a ...
ham,"Haven't seen my facebook, huh? Lol!"
ham,"Mah b, I'll pick it up tomorrow"
ham,Still otside le..u come 2morrow maga..
ham,Do u still have plumbers tape and a wrench we ...
spam,"Dear Voucher Holder, To claim this weeks offer..."
ham,It vl bcum more difficult..
spam,UR GOING 2 BAHAMAS! CallFREEFONE 08081560665 a...
ham,Havent still waitin as usual... ? come back sc...
ham,In meeting da. I will call you
ham,K k :-):-) then watch some films.
ham,Does cinema plus drink appeal tomo? * Is a fr ...
ham,There the size of elephant tablets & u shove u...
ham,So many people seems to be special at first si...
ham,"My Parents, My Kidz, My Friends n My Colleague..."
ham,Dunno i juz askin cos i got a card got 20% off...
ham,Good morning pookie pie! Lol hope I didn't wak...
ham,MAYBE IF YOU WOKE UP BEFORE FUCKING 3 THIS WOU...
ham,Happy birthday to you....dear.with lots of lov...
ham,Howz that persons story
spam,This is the 2nd time we have tried 2 contact u...
ham,X2 &lt;#&gt; . Are you going to get that
ham,Hi neva worry bout da truth coz the truth will...
spam,UR awarded a City Break and could WIN a ?200 S...
ham,Is ur paper today in e morn or aft?
ham,I will lick up every drop :) are you ready to ...
ham,And you! Will expect you whenever you text! Ho...
ham,Great. P diddy is my neighbor and comes for to...
ham,"I av a new number, . Wil u only use this one,ta."
ham,So its to be poking man everyday that they tea...
ham,7 lor... Change 2 suntec... Wat time u coming?
ham,No de.am seeing in online shop so that i asked.
ham,Just curious because my cuz asked what I was u...
ham,Nice.nice.how is it working?
ham,Okay lor... Wah... like that def they wont let...
